Jogador;gols_totais;ass_totais;xG_totais;npxG_totais;xAG_totais;SCA_totais;GCA_totais;PrgP_totais;PrgC_totais;conducoes_totais;tent_drible_totais;suc_drible_totais;bloqueios_totais;amarelos_totais;vermelhos_totais;minutos_totais;G/90;A/90;xG/90;npxG/90;xAG/90;SCA/90;GCA/90;PrgP/90;PrgC/90;Conducoes/90;Tent/90;Suc/90;Bloq/90;Am/90;Vm/90;G+A;G+A/90;G-xG;xG+xAG;xG+xAG/90;Drible%
Christian;1;0;1.8;1.8;1.7;41.0;2.0;57.0;15.0;378.0;24.0;9.0;15.0;7;0;1494.0;0.060240963855421686;0.0;0.10843373493975905;0.10843373493975905;0.10240963855421686;2.4698795180722892;0.12048192771084337;3.433734939759036;0.9036144578313253;22.771084337349397;1.4457831325301203;0.5421686746987953;0.9036144578313253;0.42168674698795183;0.0;1;0.060240963855421686;-0.8;3.5;0.21084337349397592;0.375
Bruno Pacheco;1;1;0.30000000000000004;0.30000000000000004;0.7;20.0;3.0;37.0;21.0;310.0;29.0;18.0;11.0;3;0;1185.0;0.0759493670886076;0.0759493670886076;0.02278481012658228;0.02278481012658228;0.05316455696202531;1.5189873417721518;0.22784810126582278;2.810126582278481;1.5949367088607596;23.544303797468356;2.2025316455696204;1.3670886075949367;0.8354430379746836;0.22784810126582278;0.0;2;0.1518987341772152;0.7;1.0;0.0759493670886076;0.6206896551724138
Budiga Roni;1;0;0.6;0.6;0.30000000000000004;27.0;1.0;59.0;5.0;412.0;18.0;10.0;20.0;5;0;1446.0;0.06224066390041494;0.0;0.03734439834024896;0.03734439834024896;0.018672199170124484;1.6804979253112033;0.06224066390041494;3.6721991701244816;0.3112033195020747;25.643153526970952;1.120331950207469;0.6224066390041494;1.2448132780082988;0.3112033195020747;0.0;1;0.06224066390041494;0.4;0.9;0.05601659751037345;0.5555555555555556
Ronie Carrillo;1;0;1.1;1.1;0.2;19.0;0.0;10.0;6.0;105.0;13.0;3.0;3.0;0;0;678.0;0.1327433628318584;0.0;0.14601769911504425;0.14601769911504425;0.02654867256637168;2.52212389380531;0.0;1.3274336283185841;0.7964601769911505;13.938053097345131;1.7256637168141593;0.39823008849557523;0.39823008849557523;0.0;0.0;1;0.1327433628318584;-0.10000000000000009;1.3;0.17256637168141592;0.23076923076923078
Ricardo Mathias;1;0;1.0999999999999999;1.0999999999999999;0.4;5.0;0.0;1.0;2.0;18.0;2.0;0.0;1.0;2;0;92.0;0.9782608695652174;0.0;1.076086956521739;1.076086956521739;0.391304347826087;4.891304347826087;0.0;0.9782608695652174;1.9565217391304348;17.608695652173914;1.9565217391304348;0.0;0.9782608695652174;1.9565217391304348;0.0;1;0.9782608695652174;-0.09999999999999987;1.5;1.467391304347826;0.0
Rômulo;1;0;0.5;0.5;0.5;9.0;1.0;34.0;8.0;214.0;6.0;3.0;8.0;4;1;495.0;0.18181818181818182;0.0;0.09090909090909091;0.09090909090909091;0.09090909090909091;1.6363636363636362;0.18181818181818182;6.181818181818182;1.4545454545454546;38.90909090909091;1.0909090909090908;0.5454545454545454;1.4545454545454546;0.7272727272727273;0.18181818181818182;1;0.18181818181818182;0.5;1.0;0.18181818181818182;0.5
Tevis Gabriel Alves Santos;1;0;0.7;0.7;0.0;4.0;0.0;2.0;4.0;28.0;4.0;2.0;0.0;0;0;146.0;0.6164383561643836;0.0;0.43150684931506844;0.43150684931506844;0.0;2.4657534246575343;0.0;1.2328767123287672;2.4657534246575343;17.26027397260274;2.4657534246575343;1.2328767123287672;0.0;0.0;0.0;1;0.6164383561643836;0.30000000000000004;0.7;0.43150684931506844;0.5
Thiago Almada;1;2;3.4;2.6;2.7;87.0;5.0;112.0;65.0;683.0;49.0;24.0;7.0;1;0;1252.0;0.0718849840255591;0.1437699680511182;0.24440894568690094;0.1869009584664537;0.19408945686900958;6.253993610223643;0.35942492012779553;8.051118210862619;4.672523961661342;49.09744408945687;3.522364217252396;1.7252396166134185;0.5031948881789137;0.0718849840255591;0.0;3;0.21565495207667731;-2.4;6.1;0.4384984025559105;0.4897959183673469
Jonathan Cafu;1;2;2.3000000000000003;2.3000000000000003;1.2;37.0;3.0;43.0;39.0;382.0;41.0;20.0;10.0;3;0;1392.0;0.06465517241379311;0.12931034482758622;0.14870689655172414;0.14870689655172414;0.07758620689655173;2.3922413793103448;0.1939655172413793;2.7801724137931036;2.521551724137931;24.698275862068964;2.650862068965517;1.293103448275862;0.646551724137931;0.1939655172413793;0.0;3;0.1939655172413793;-1.3000000000000003;3.5;0.22629310344827586;0.4878048780487805
José Hugo;1;2;1.4;1.4;0.8;27.0;4.0;18.0;34.0;230.0;44.0;20.0;8.0;3;0;632.0;0.14240506329113925;0.2848101265822785;0.19936708860759492;0.19936708860759492;0.11392405063291139;3.8449367088607596;0.569620253164557;2.5632911392405062;4.841772151898734;32.75316455696203;6.265822784810126;2.848101265822785;1.139240506329114;0.4272151898734177;0.0;3;0.4272151898734177;-0.3999999999999999;2.2;0.31329113924050633;0.45454545454545453
Lucas Belezi;1;0;0.8;0.8;0.1;4.0;0.0;12.0;1.0;113.0;0.0;0.0;12.0;2;0;703.0;0.12802275960170698;0.0;0.10241820768136559;0.10241820768136559;0.012802275960170698;0.5120910384068279;0.0;1.5362731152204838;0.12802275960170698;14.466571834992887;0.0;0.0;1.5362731152204838;0.25604551920341395;0.0;1;0.12802275960170698;0.19999999999999996;0.9;0.11522048364153628;
Kauê;1;0;0.1;0.1;0.0;1.0;0.0;4.0;4.0;29.0;1.0;1.0;3.0;0;0;167.0;0.5389221556886228;0.0;0.05389221556886228;0.05389221556886228;0.0;0.5389221556886228;0.0;2.155688622754491;2.155688622754491;15.62874251497006;0.5389221556886228;0.5389221556886228;1.6167664670658681;0.0;0.0;1;0.5389221556886228;0.9;0.1;0.05389221556886228;1.0
Keno;1;1;2.1;2.1;0.9;48.0;3.0;40.0;63.0;406.0;79.0;37.0;11.0;4;0;1308.0;0.06880733944954129;0.06880733944954129;0.14449541284403672;0.14449541284403672;0.06192660550458716;3.302752293577982;0.20642201834862386;2.7522935779816513;4.3348623853211015;27.93577981651376;5.435779816513762;2.5458715596330275;0.756880733944954;0.27522935779816515;0.0;2;0.13761467889908258;-1.1;3.0;0.20642201834862386;0.46835443037974683
Kervin Andrade;1;1;1.0;1.0;1.1;31.0;2.0;17.0;6.0;133.0;18.0;5.0;7.0;2;0;484.0;0.1859504132231405;0.1859504132231405;0.1859504132231405;0.1859504132231405;0.20454545454545459;5.7644628099173545;0.371900826446281;3.1611570247933884;1.115702479338843;24.731404958677683;3.347107438016529;0.9297520661157025;1.3016528925619835;0.371900826446281;0.0;2;0.371900826446281;0.0;2.1;0.390495867768595;0.2777777777777778
Lautaro Díaz;1;0;2.4;2.4;0.5;26.0;0.0;15.0;15.0;180.0;27.0;5.0;2.0;1;0;959.0;0.09384775808133472;0.0;0.2252346193952033;0.2252346193952033;0.04692387904066736;2.440041710114703;0.0;1.407716371220021;1.407716371220021;16.89259645464025;2.5338894681960378;0.4692387904066736;0.18769551616266944;0.09384775808133472;0.0;1;0.09384775808133472;-1.4;2.9;0.2721584984358707;0.18518518518518517
Leandrinho;1;1;0.0;0.0;0.0;8.0;2.0;16.0;10.0;179.0;8.0;3.0;10.0;1;0;541.0;0.16635859519408502;0.16635859519408502;0.0;0.0;0.0;1.3308687615526802;0.33271719038817005;2.6617375231053604;1.6635859519408505;29.778188539741222;1.3308687615526802;0.49907578558225507;1.6635859519408505;0.16635859519408502;0.0;2;0.33271719038817005;1.0;0.0;0.0;0.375
Bruno Fabiano Alves;1;0;0.8;0.8;0.0;10.0;1.0;42.0;11.0;484.0;8.0;3.0;29.0;3;0;2015.0;0.04466501240694789;0.0;0.03573200992555831;0.03573200992555831;0.0;0.4466501240694789;0.04466501240694789;1.8759305210918116;0.4913151364764268;21.617866004962778;0.3573200992555831;0.13399503722084366;1.2952853598014888;0.13399503722084366;0.0;1;0.04466501240694789;0.19999999999999996;0.8;0.03573200992555831;0.375
Bruno Gomes;1;2;0.5;0.5;1.0;46.0;5.0;152.0;58.0;1020.0;37.0;21.0;30.0;3;0;2157.0;0.041724617524339355;0.08344923504867871;0.020862308762169678;0.020862308762169678;0.041724617524339355;1.9193324061196106;0.20862308762169682;6.342141863699582;2.420027816411683;42.55910987482615;1.5438108484005564;0.8762169680111266;1.251738525730181;0.12517385257301808;0.0;3;0.12517385257301808;0.5;1.5;0.06258692628650904;0.5675675675675675
Allano;1;2;2.0;2.0;1.8;52.0;3.0;59.0;62.0;449.0;69.0;31.0;23.0;10;2;1296.0;0.06944444444444445;0.1388888888888889;0.1388888888888889;0.1388888888888889;0.125;3.6111111111111107;0.20833333333333331;4.097222222222222;4.305555555555555;31.180555555555554;4.791666666666667;2.1527777777777777;1.597222222222222;0.6944444444444444;0.1388888888888889;3;0.20833333333333331;-1.0;3.8;0.26388888888888884;0.4492753623188406
Wellington Rato;1;5;2.2;2.2;3.5;46.0;9.0;47.0;24.0;383.0;16.0;9.0;7.0;2;0;1052.0;0.08555133079847908;0.42775665399239543;0.18821292775665402;0.18821292775665402;0.2994296577946768;3.935361216730038;0.7699619771863118;4.020912547528517;2.0532319391634983;32.766159695817485;1.3688212927756653;0.7699619771863118;0.5988593155893536;0.17110266159695817;0.0;6;0.5133079847908746;-1.2000000000000002;5.7;0.48764258555133083;0.5625
Titi;1;0;0.2;0.2;0.5;10.0;0.0;43.0;8.0;556.0;4.0;3.0;30.0;8;0;2020.0;0.04455445544554455;0.0;0.008910891089108912;0.008910891089108912;0.022277227722772276;0.44554455445544555;0.0;1.915841584158416;0.3564356435643564;24.772277227722775;0.1782178217821782;0.13366336633663367;1.3366336633663365;0.3564356435643564;0.0;1;0.04455445544554455;0.8;0.7;0.031188118811881188;0.75
Tobias Figueiredo;1;0;0.2;0.2;0.4;13.0;1.0;48.0;3.0;519.0;1.0;1.0;40.0;6;0;2066.0;0.04356243949661181;0.0;0.008712487899322363;0.008712487899322363;0.017424975798644726;0.5663117134559535;0.04356243949661181;2.090997095837367;0.13068731848983545;22.60890609874153;0.04356243949661181;0.04356243949661181;1.7424975798644724;0.2613746369796709;0.0;1;0.04356243949661181;0.8;0.6000000000000001;0.02613746369796709;1.0
Tomás Cardona;1;0;0.5;0.5;0.0;7.0;0.0;50.0;11.0;491.0;0.0;0.0;37.0;4;0;1435.0;0.0627177700348432;0.0;0.0313588850174216;0.0313588850174216;0.0;0.43902439024390244;0.0;3.1358885017421603;0.6898954703832753;30.794425087108014;0.0;0.0;2.3205574912891986;0.2508710801393728;0.0;1;0.0627177700348432;0.5;0.5;0.0313588850174216;
Victor Luis;1;1;0.3;0.3;0.30000000000000004;6.0;1.0;17.0;9.0;167.0;6.0;3.0;5.0;3;1;442.0;0.20361990950226247;0.20361990950226247;0.06108597285067873;0.06108597285067873;0.06108597285067874;1.2217194570135748;0.20361990950226247;3.4615384615384617;1.8325791855203621;34.004524886877824;1.2217194570135748;0.6108597285067874;1.0180995475113122;0.6108597285067874;0.20361990950226247;2;0.40723981900452494;0.7;0.6000000000000001;0.12217194570135748;0.5
Leandro Emmanuel Martínez;1;4;1.0;1.0;1.8;42.0;10.0;50.0;14.0;350.0;27.0;15.0;21.0;4;0;1011.0;0.08902077151335311;0.35608308605341243;0.08902077151335311;0.08902077151335311;0.16023738872403562;3.7388724035608307;0.890207715133531;4.451038575667656;1.2462908011869436;31.15727002967359;2.403560830860534;1.3353115727002969;1.8694362017804154;0.35608308605341243;0.0;5;0.4451038575667655;0.0;2.8;0.24925816023738873;0.5555555555555556
Leo Ortiz;1;2;1.0;1.0;1.3;32.0;2.0;138.0;16.0;707.0;13.0;7.0;17.0;2;0;1878.0;0.047923322683706075;0.09584664536741215;0.047923322683706075;0.047923322683706075;0.06230031948881789;1.5335463258785944;0.09584664536741215;6.613418530351438;0.7667731629392972;33.88178913738019;0.6230031948881789;0.3354632587859425;0.8146964856230032;0.09584664536741215;0.0;3;0.1437699680511182;0.0;2.3;0.11022364217252395;0.5384615384615384
Leonardo Godoy;1;2;0.4;0.4;1.0;27.0;4.0;61.0;16.0;393.0;18.0;4.0;17.0;5;0;1577.0;0.05707038681039949;0.11414077362079898;0.022828154724159798;0.022828154724159798;0.05707038681039949;1.5409004438807863;0.22828154724159797;3.481293595434369;0.9131261889663919;22.428662016487;1.0272669625871909;0.22828154724159797;0.9701965757767914;0.2853519340519975;0.0;3;0.17121116043119847;0.6;1.4;0.07989854153455928;0.2222222222222222
Juan Sforza;1;0;0.7000000000000001;0.6000000000000001;0.1;19.0;2.0;66.0;7.0;529.0;9.0;8.0;19.0;3;0;1250.0;0.07200000000000001;0.0;0.05040000000000001;0.04320000000000001;0.007200000000000001;1.368;0.14400000000000002;4.752;0.504;38.088;0.648;0.5760000000000001;1.368;0.21599999999999997;0.0;1;0.07200000000000001;0.29999999999999993;0.8;0.057600000000000005;0.8888888888888888
João Lucas;1;6;0.9;0.9;4.2;86.0;10.0;107.0;71.0;825.0;45.0;28.0;28.0;8;1;2569.0;0.035033086804203965;0.21019852082522383;0.031529778123783575;0.031529778123783575;0.14713896457765668;3.0128454651615413;0.3503308680420397;3.748540288049825;2.487349163098482;28.902296613468277;1.5764889061891787;0.9809264305177111;0.9809264305177111;0.2802646944336317;0.035033086804203965;7;0.24523160762942778;0.09999999999999998;5.1000000000000005;0.17866874270144026;0.6222222222222222
João Machado Cruz;1;2;0.7;0.7;0.9;43.0;4.0;37.0;22.0;271.0;13.0;5.0;10.0;2;0;834.0;0.1079136690647482;0.2158273381294964;0.07553956834532374;0.07553956834532374;0.09712230215827337;4.640287769784172;0.4316546762589928;3.9928057553956835;2.3741007194244603;29.24460431654676;1.4028776978417266;0.539568345323741;1.079136690647482;0.2158273381294964;0.0;3;0.32374100719424465;0.30000000000000004;1.6;0.17266187050359713;0.38461538461538464
João Pedro;1;4;1.3;1.3;2.1;60.0;7.0;102.0;44.0;729.0;56.0;24.0;24.0;2;0;2606.0;0.03453568687643899;0.13814274750575595;0.044896392939370686;0.044896392939370686;0.07252494244052188;2.072141212586339;0.2417498081350729;3.522640061396777;1.5195702225633154;25.17651573292402;1.9339984650805833;0.8288564850345357;0.8288564850345357;0.06907137375287797;0.0;5;0.17267843438219493;-0.30000000000000004;3.4000000000000004;0.11742133537989256;0.42857142857142855
João Pedro Pepê;1;0;0.5;0.5;0.30000000000000004;22.0;0.0;81.0;22.0;523.0;27.0;11.0;13.0;2;1;1283.0;0.0701480904130943;0.0;0.03507404520654715;0.03507404520654715;0.021044427123928296;1.5432579890880749;0.0;5.681995323460639;1.5432579890880749;36.68745128604832;1.8939984411535462;0.7716289945440374;0.9119251753702261;0.1402961808261886;0.0701480904130943;1;0.0701480904130943;0.5;0.8;0.05611847233047545;0.4074074074074074
João Victor;1;1;0.1;0.1;0.7;23.0;2.0;78.0;41.0;701.0;10.0;4.0;23.0;6;2;1776.0;0.05067567567567568;0.05067567567567568;0.005067567567567568;0.005067567567567568;0.03547297297297297;1.1655405405405406;0.10135135135135136;3.952702702702703;2.0777027027027026;35.523648648648646;0.5067567567567567;0.20270270270270271;1.1655405405405406;0.30405405405405406;0.10135135135135136;2;0.10135135135135136;0.9;0.7999999999999999;0.040540540540540536;0.4
Adryelson;1;0;0.2;0.2;0.3;8.0;0.0;22.0;2.0;271.0;0.0;0.0;5.0;0;0;580.0;0.15517241379310345;0.0;0.031034482758620693;0.031034482758620693;0.04655172413793104;1.2413793103448276;0.0;3.413793103448276;0.3103448275862069;42.05172413793103;0.0;0.0;0.7758620689655172;0.0;0.0;1;0.15517241379310345;0.8;0.5;0.07758620689655173;
Adriano Martins;0;0;1.2000000000000002;1.2000000000000002;0.0;22.0;1.0;106.0;24.0;898.0;14.0;8.0;41.0;7;0;2990.0;0.0;0.0;0.03612040133779265;0.03612040133779265;0.0;0.6622073578595318;0.030100334448160532;3.190635451505017;0.7224080267558528;27.03010033444816;0.42140468227424743;0.24080267558528426;1.234113712374582;0.21070234113712372;0.0;0;0.0;-1.2000000000000002;1.2000000000000002;0.03612040133779265;0.5714285714285714
Agustín Marchesín;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;394.0;1.0;1.0;1.0;4;0;2385.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03773584905660377;0.0;14.867924528301888;0.03773584905660377;0.03773584905660377;0.03773584905660377;0.1509433962264151;0.0;0;0.0;0.0;0.0;0.0;1.0
Agustín Rogel;0;1;1.1;1.1;0.0;6.0;0.0;24.0;1.0;373.0;1.0;1.0;7.0;2;1;1055.0;0.0;0.08530805687203792;0.09383886255924172;0.09383886255924172;0.0;0.5118483412322274;0.0;2.0473933649289098;0.08530805687203792;31.81990521327014;0.08530805687203792;0.08530805687203792;0.5971563981042654;0.17061611374407584;0.08530805687203792;1;0.08530805687203792;-1.1;1.1;0.09383886255924172;1.0
Agustín Rossi;0;0;0.0;0.0;0.1;7.0;0.0;3.0;0.0;764.0;2.0;1.0;0.0;1;0;3150.0;0.0;0.0;0.0;0.0;0.002857142857142857;0.2;0.0;0.08571428571428572;0.0;21.82857142857143;0.05714285714285714;0.02857142857142857;0.0;0.02857142857142857;0.0;0;0.0;0.0;0.1;0.002857142857142857;0.5
Anthoni;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0;0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.999999999999998;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Antonio Carlos;0;0;0.2;0.2;0.2;8.0;1.0;40.0;8.0;533.0;2.0;1.0;12.0;1;0;1080.0;0.0;0.0;0.01666666666666667;0.01666666666666667;0.01666666666666667;0.6666666666666667;0.08333333333333334;3.333333333333333;0.6666666666666667;44.416666666666664;0.16666666666666669;0.08333333333333334;1.0;0.08333333333333334;0.0;0;0.0;-0.2;0.4;0.03333333333333334;0.5
Arthur Rodrigues;0;0;0.1;0.1;0.1;3.0;0.0;0.0;3.0;12.0;5.0;1.0;1.0;1;0;82.0;0.0;0.0;0.10975609756097561;0.10975609756097561;0.10975609756097561;3.292682926829268;0.0;0.0;3.292682926829268;13.170731707317072;5.48780487804878;1.0975609756097562;1.0975609756097562;1.0975609756097562;0.0;0;0.0;-0.1;0.2;0.21951219512195122;0.2
Alan Franco;0;0;1.7000000000000002;1.7000000000000002;2.1;47.0;2.0;123.0;15.0;1328.0;13.0;7.0;27.0;8;0;3224.0;0.0;0.0;0.04745657568238214;0.04745657568238214;0.05862282878411911;1.3120347394540943;0.05583126550868486;3.433622828784119;0.41873449131513646;37.07196029776675;0.3629032258064516;0.19540942928039703;0.7537220843672456;0.22332506203473945;0.0;0;0.0;-1.7000000000000002;3.8000000000000003;0.10607940446650126;0.5384615384615384
Alan Kardec;0;0;1.0;1.0;0.5;10.0;0.0;7.0;1.0;57.0;3.0;0.0;3.0;0;0;410.0;0.0;0.0;0.21951219512195122;0.21951219512195122;0.10975609756097561;2.1951219512195124;0.0;1.5365853658536586;0.21951219512195122;12.51219512195122;0.6585365853658537;0.0;0.6585365853658537;0.0;0.0;0;0.0;-1.0;1.5;0.32926829268292684;0.0
Alex Sandro;0;1;0.4;0.4;1.6;25.0;3.0;37.0;18.0;229.0;7.0;4.0;2.0;1;0;512.0;0.0;0.17578125;0.0703125;0.0703125;0.28125;4.39453125;0.52734375;6.50390625;3.1640625;40.25390625;1.23046875;0.703125;0.3515625;0.17578125;0.0;1;0.17578125;-0.4;2.0;0.3515625;0.5714285714285714
Braian Aguirre;0;0;0.1;0.1;0.5;2.0;0.0;7.0;0.0;24.0;1.0;0.0;3.0;0;0;90.0;0.0;0.0;0.1;0.1;0.5;2.0;0.0;7.0;0.0;24.0;1.0;0.0;3.0;0.0;0.0;0;0.0;-0.1;0.6;0.6;0.0
Bruninho;0;1;0.1;0.1;0.1;5.0;1.0;4.0;0.0;21.0;2.0;1.0;0.0;0;0;79.0;0.0;1.139240506329114;0.11392405063291139;0.11392405063291139;0.11392405063291139;5.69620253164557;1.139240506329114;4.556962025316456;0.0;23.92405063291139;2.278481012658228;1.139240506329114;0.0;0.0;0.0;1;1.139240506329114;-0.1;0.2;0.22784810126582278;0.5
Bruno Fuchs;0;1;0.7;0.7;1.8;36.0;3.0;136.0;22.0;1050.0;11.0;8.0;34.0;9;1;2031.0;0.0;0.044313146233382575;0.031019202363367797;0.031019202363367797;0.07976366322008863;1.5952732644017726;0.1329394387001477;6.026587887740029;0.9748892171344166;46.528803545051694;0.4874446085672083;0.3545051698670606;1.5066469719350073;0.39881831610044316;0.044313146233382575;1;0.044313146233382575;-0.7;2.5;0.11078286558345643;0.7272727272727273
Bruno Lopes;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;1;0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.545454545454543;16.363636363636363;8.181818181818182;0.0;8.181818181818182;0.0;0;0.0;0.0;0.0;0.0;0.5
Allan;0;1;0.0;0.0;0.5;30.0;1.0;79.0;14.0;673.0;16.0;2.0;16.0;8;1;1490.0;0.0;0.060402684563758385;0.0;0.0;0.030201342281879193;1.8120805369127515;0.060402684563758385;4.771812080536913;0.8456375838926173;40.651006711409394;0.9664429530201342;0.12080536912751677;0.9664429530201342;0.4832214765100671;0.060402684563758385;1;0.060402684563758385;0.0;0.5;0.030201342281879193;0.125
Allyson Aires dos Santos;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;20.0;0.0;0.0;0.0;0;0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Alysson Edward;0;0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;30.0;2.0;1.0;3.0;0;0;77.0;0.0;0.0;0.0;0.0;0.0;3.5064935064935066;0.0;3.5064935064935066;3.5064935064935066;35.064935064935064;2.337662337662338;1.168831168831169;3.5064935064935066;0.0;0.0;0;0.0;0.0;0.0;0.0;0.5
Anderson;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;260.0;0.0;0.0;0.0;1;0;1530.0;0.0;0.0;0.0;0.0;0.0;0.058823529411764705;0.0;0.0;0.0;15.294117647058824;0.0;0.0;0.0;0.058823529411764705;0.0;0;0.0;0.0;0.0;0.0;
André;0;1;0.1;0.1;0.0;25.0;2.0;64.0;9.0;516.0;28.0;11.0;16.0;5;0;1072.0;0.0;0.08395522388059701;0.008395522388059701;0.008395522388059701;0.0;2.0988805970149254;0.16791044776119401;5.3731343283582085;0.7555970149253731;43.32089552238806;2.3507462686567164;0.9235074626865671;1.3432835820895521;0.41977611940298504;0.0;1;0.08395522388059701;-0.1;0.1;0.008395522388059701;0.39285714285714285
André Carrillo;0;2;0.30000000000000004;0.30000000000000004;2.1;24.0;5.0;67.0;14.0;402.0;12.0;9.0;11.0;3;0;730.0;0.0;0.24657534246575344;0.03698630136986302;0.03698630136986302;0.2589041095890411;2.958904109589041;0.6164383561643836;8.26027397260274;1.726027397260274;49.56164383561644;1.4794520547945205;1.1095890410958904;1.356164383561644;0.3698630136986301;0.0;2;0.24657534246575344;-0.30000000000000004;2.4000000000000004;0.29589041095890417;0.75
João Ricardo Riedi;0;0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;507.0;1.0;1.0;0.0;2;0;3420.0;0.0;0.0;0.0;0.0;0.0;0.2105263157894737;0.026315789473684213;0.0;0.0;13.342105263157894;0.026315789473684213;0.026315789473684213;0.0;0.052631578947368425;0.0;0;0.0;0.0;0.0;0.0;1.0
João Wellington;0;0;0.0;0.0;0.1;6.0;0.0;5.0;6.0;80.0;12.0;5.0;0.0;1;0;297.0;0.0;0.0;0.0;0.0;0.030303030303030304;1.8181818181818183;0.0;1.5151515151515151;1.8181818181818183;24.242424242424242;3.6363636363636367;1.5151515151515151;0.0;0.30303030303030304;0.0;0;0.0;0.0;0.1;0.030303030303030304;0.4166666666666667
Jhonata Robert;0;0;0.2;0.2;0.0;14.0;0.0;15.0;9.0;85.0;9.0;5.0;2.0;0;0;159.0;0.0;0.0;0.11320754716981134;0.11320754716981134;0.0;7.924528301886792;0.0;8.49056603773585;5.09433962264151;48.11320754716981;5.09433962264151;2.830188679245283;1.1320754716981132;0.0;0.0;0;0.0;-0.2;0.2;0.11320754716981134;0.5555555555555556
Jhosefer;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;1.0;0;0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;72.0;0.0;0.0;9.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
John;0;0;0.0;0.0;0.0;9.0;1.0;2.0;0.0;655.0;0.0;0.0;1.0;3;0;3060.0;0.0;0.0;0.0;0.0;0.0;0.2647058823529412;0.029411764705882353;0.058823529411764705;0.0;19.26470588235294;0.0;0.0;0.029411764705882353;0.08823529411764705;0.0;0;0.0;0.0;0.0;0.0;
John Kennedy;0;0;1.2000000000000002;1.2000000000000002;0.0;15.0;0.0;10.0;12.0;164.0;44.0;13.0;6.0;1;0;673.0;0.0;0.0;0.16047548291233285;0.16047548291233285;0.0;2.0059435364041605;0.0;1.337295690936107;1.6047548291233282;21.931649331352155;5.884101040118871;1.7384843982169391;0.8023774145616641;0.1337295690936107;0.0;0;0.0;-1.2000000000000002;1.2000000000000002;0.16047548291233285;0.29545454545454547
Kaiky Naves;0;0;0.1;0.1;0.2;17.0;2.0;41.0;2.0;268.0;1.0;1.0;11.0;1;0;733.0;0.0;0.0;0.01227830832196453;0.01227830832196453;0.02455661664392906;2.0873124147339697;0.24556616643929058;5.034106412005457;0.24556616643929058;32.905866302864936;0.12278308321964529;0.12278308321964529;1.3506139154160983;0.12278308321964529;0.0;0;0.0;-0.1;0.30000000000000004;0.03683492496589359;1.0
Kaique Kenji Takamura Correa;0;0;0.0;0.0;0.1;1.0;0.0;2.0;2.0;17.0;2.0;0.0;0.0;0;0;47.0;0.0;0.0;0.0;0.0;0.19148936170212766;1.9148936170212765;0.0;3.829787234042553;3.829787234042553;32.5531914893617;3.829787234042553;0.0;0.0;0.0;0.0;0;0.0;0.0;0.1;0.19148936170212766;0.0
Kaique Rocha;0;1;1.4;1.4;1.3;36.0;2.0;84.0;11.0;846.0;18.0;14.0;33.0;3;0;2486.0;0.0;0.036202735317779566;0.05068382944489139;0.05068382944489139;0.04706355591311344;1.3032984714400644;0.07240547063555913;3.0410297666934833;0.39823008849557523;30.62751407884151;0.6516492357200322;0.5068382944489139;1.1946902654867257;0.10860820595333869;0.0;1;0.036202735317779566;-1.4;2.7;0.09774738535800484;0.7777777777777778
Kanu;0;0;0.30000000000000004;0.30000000000000004;0.0;9.0;2.0;78.0;18.0;1340.0;10.0;4.0;36.0;11;0;2700.0;0.0;0.0;0.010000000000000002;0.010000000000000002;0.0;0.30000000000000004;0.06666666666666667;2.6;0.6000000000000001;44.666666666666664;0.33333333333333337;0.13333333333333333;1.2000000000000002;0.36666666666666664;0.0;0;0.0;-0.30000000000000004;0.30000000000000004;0.010000000000000002;0.4
José Hurtado;0;2;0.1;0.1;2.0999999999999996;33.0;6.0;56.0;39.0;389.0;18.0;11.0;11.0;2;0;1325.0;0.0;0.13584905660377358;0.00679245283018868;0.00679245283018868;0.14264150943396223;2.241509433962264;0.4075471698113208;3.803773584905661;2.6490566037735848;26.422641509433962;1.2226415094339622;0.7471698113207548;0.7471698113207548;0.13584905660377358;0.0;2;0.13584905660377358;-0.1;2.1999999999999997;0.14943396226415093;0.6111111111111112
