Jogador;gols_totais;ass_totais;xG_totais;npxG_totais;xAG_totais;SCA_totais;GCA_totais;PrgP_totais;PrgC_totais;conducoes_totais;tent_drible_totais;suc_drible_totais;bloqueios_totais;amarelos_totais;vermelhos_totais;minutos_totais;G/90;A/90;xG/90;npxG/90;xAG/90;SCA/90;GCA/90;PrgP/90;PrgC/90;Conducoes/90;Tent/90;Suc/90;Bloq/90;Am/90;Vm/90;G+A;G+A/90;G-xG;xG+xAG;xG+xAG/90;Drible%
Paulo Vitor;0;0;0.0;0.0;0.1;11.0;0.0;20.0;7.0;151.0;2.0;1.0;9.0;4;0;529.0;0.0;0.0;0.0;0.0;0.017013232514177693;1.8714555765595464;0.0;3.402646502835539;1.1909262759924386;25.689981096408317;0.3402646502835539;0.17013232514177695;1.5311909262759924;0.6805293005671078;0.0;0;0.0;0.0;0.1;0.017013232514177693;0.5
Pedrinho;0;0;0.0;0.0;0.4;12.0;2.0;21.0;5.0;106.0;4.0;3.0;2.0;1;0;207.0;0.0;0.0;0.0;0.0;0.1739130434782609;5.217391304347826;0.8695652173913043;9.130434782608695;2.1739130434782608;46.08695652173913;1.7391304347826086;1.3043478260869565;0.8695652173913043;0.43478260869565216;0.0;0;0.0;0.0;0.4;0.1739130434782609;0.75
Pedro Borges;0;1;0.0;0.0;0.30000000000000004;15.0;3.0;51.0;2.0;289.0;9.0;3.0;22.0;8;0;1168.0;0.0;0.07705479452054795;0.0;0.0;0.023116438356164386;1.1558219178082192;0.23116438356164382;3.9297945205479454;0.1541095890410959;22.268835616438356;0.6934931506849314;0.23116438356164382;1.6952054794520548;0.6164383561643836;0.0;1;0.07705479452054795;0.0;0.30000000000000004;0.023116438356164386;0.3333333333333333
Peixoto;0;0;0.1;0.1;0.0;0.0;0.0;1.0;1.0;15.0;0.0;0.0;0.0;1;0;20.0;0.0;0.0;0.45;0.45;0.0;0.0;0.0;4.5;4.5;67.5;0.0;0.0;0.0;4.5;0.0;0;0.0;-0.1;0.1;0.45;
Philipe Sampaio;0;0;0.1;0.1;0.2;2.0;0.0;3.0;0.0;55.0;0.0;0.0;1.0;0;0;90.0;0.0;0.0;0.1;0.1;0.2;2.0;0.0;3.0;0.0;55.00000000000001;0.0;0.0;1.0;0.0;0.0;0;0.0;-0.1;0.30000000000000004;0.30000000000000004;
Rafael;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Diego Hernández;0;2;0.0;0.0;0.5;12.0;3.0;9.0;3.0;60.0;8.0;1.0;5.0;3;0;207.0;0.0;0.8695652173913043;0.0;0.0;0.21739130434782608;5.217391304347826;1.3043478260869565;3.9130434782608696;1.3043478260869565;26.086956521739133;3.4782608695652173;0.43478260869565216;2.1739130434782608;1.3043478260869565;0.0;2;0.8695652173913043;0.0;0.5;0.21739130434782608;0.125
Diogo Barbosa;0;0;0.0;0.0;0.6000000000000001;30.0;0.0;111.0;41.0;700.0;35.0;15.0;9.0;5;0;1759.0;0.0;0.0;0.0;0.0;0.030699260943718026;1.534963047185901;0.0;5.679363274587834;2.0977828311540647;35.81580443433769;1.7907902217168847;0.7674815235929505;0.4604889141557703;0.2558271745309835;0.0;0;0.0;0.0;0.6000000000000001;0.030699260943718026;0.42857142857142855
Dodi;0;2;0.8;0.8;1.1;30.0;3.0;79.0;24.0;556.0;35.0;22.0;29.0;6;1;2319.0;0.0;0.0776196636481242;0.031047865459249677;0.031047865459249677;0.04269081500646831;1.1642949547218628;0.1164294954721863;3.0659767141009056;0.9314359637774904;21.578266494178525;1.3583441138421735;0.853816300129366;1.125485122897801;0.2328589909443726;0.0388098318240621;2;0.0776196636481242;-0.8;1.9000000000000001;0.07373868046571799;0.6285714285714286
Douglas Costa;0;0;0.0;0.0;0.30000000000000004;17.0;1.0;19.0;12.0;158.0;24.0;15.0;4.0;1;0;292.0;0.0;0.0;0.0;0.0;0.09246575342465754;5.23972602739726;0.3082191780821918;5.8561643835616435;3.698630136986301;48.6986301369863;7.397260273972602;4.623287671232877;1.2328767123287672;0.3082191780821918;0.0;0;0.0;0.0;0.30000000000000004;0.09246575342465754;0.625
Du Queiroz;0;0;0.9999999999999999;0.9999999999999999;0.4;11.0;0.0;48.0;13.0;278.0;11.0;6.0;9.0;2;0;586.0;0.0;0.0;0.15358361774744025;0.15358361774744025;0.06143344709897611;1.689419795221843;0.0;7.372013651877133;1.9965870307167235;42.696245733788395;1.689419795221843;0.9215017064846416;1.3822525597269624;0.30716723549488056;0.0;0;0.0;-0.9999999999999999;1.4;0.21501706484641636;0.5454545454545454
Cleiton;0;0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;46.0;0.0;0.0;0.0;0;0;98.0;0.0;0.0;0.0;0.0;0.0;0.9183673469387754;0.9183673469387754;1.8367346938775508;0.0;42.244897959183675;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Cleiton Schwengber;0;0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;559.0;1.0;1.0;2.0;4;1;2699.0;0.0;0.0;0.0;0.0;0.0;0.20007410151908114;0.0;0.033345683586513526;0.0;18.64023712486106;0.033345683586513526;0.033345683586513526;0.06669136717302705;0.1333827343460541;0.033345683586513526;0;0.0;0.0;0.0;0.0;1.0
Cássio;0;0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;380.0;0.0;0.0;0.0;2;0;2160.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.08333333333333334;0.0;15.833333333333334;0.0;0.0;0.0;0.08333333333333334;0.0;0;0.0;0.0;0.0;0.0;
Damián Suárez;0;1;0.0;0.0;1.6;33.0;2.0;37.0;22.0;364.0;15.0;8.0;12.0;5;0;1244.0;0.0;0.07234726688102894;0.0;0.0;0.11575562700964631;2.387459807073955;0.14469453376205788;2.676848874598071;1.5916398713826367;26.334405144694536;1.085209003215434;0.5787781350482315;0.8681672025723474;0.3617363344051447;0.0;1;0.07234726688102894;0.0;1.6;0.11575562700964631;0.5333333333333333
Rafael Cabral;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;0.0;0.0;0.0;0;0;457.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.14879649890591;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Rafael Haller;0;0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;12.0;0.0;0.0;1.0;0;0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.384615384615385;0.0;20.76923076923077;0.0;0.0;1.7307692307692308;0.0;0.0;0;0.0;0.0;0.0;0.0;
Rafael Pires;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;360.0;0.0;0.0;0.0;1;0;2250.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.04;0.0;14.4;0.0;0.0;0.0;0.04;0.0;0;0.0;0.0;0.0;0.0;
Rafinha;0;0;0.0;0.0;0.1;9.0;0.0;29.0;10.0;256.0;3.0;2.0;7.0;2;0;518.0;0.0;0.0;0.0;0.0;0.017374517374517374;1.5637065637065637;0.0;5.038610038610038;1.7374517374517373;44.47876447876448;0.5212355212355212;0.3474903474903475;1.2162162162162162;0.3474903474903475;0.0;0;0.0;0.0;0.1;0.017374517374517374;0.6666666666666666
Robert Rojas;0;0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;52.0;0.0;0.0;0.0;0;0;179.0;0.0;0.0;0.0;0.0;0.0;1.005586592178771;0.0;2.011173184357542;0.0;26.145251396648046;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Rodrigo;0;0;0.4;0.4;0.0;1.0;0.0;1.0;5.0;29.0;1.0;0.0;3.0;0;0;71.0;0.0;0.0;0.5070422535211268;0.5070422535211268;0.0;1.267605633802817;0.0;1.267605633802817;6.338028169014085;36.76056338028169;1.267605633802817;0.0;3.8028169014084505;0.0;0.0;0;0.0;-0.4;0.4;0.5070422535211268;0.0
Rodrigo Andrade;0;0;0.30000000000000004;0.30000000000000004;0.30000000000000004;8.0;0.0;15.0;6.0;132.0;6.0;1.0;8.0;0;0;385.0;0.0;0.0;0.07012987012987014;0.07012987012987014;0.07012987012987014;1.87012987012987;0.0;3.5064935064935066;1.4025974025974026;30.857142857142858;1.4025974025974026;0.23376623376623376;1.87012987012987;0.0;0.0;0;0.0;-0.30000000000000004;0.6000000000000001;0.14025974025974028;0.16666666666666666
Rodrigo Battaglia;0;0;0.30000000000000004;0.30000000000000004;0.0;19.0;3.0;77.0;21.0;968.0;13.0;5.0;30.0;7;2;2195.0;0.0;0.0;0.012300683371298408;0.012300683371298408;0.0;0.7790432801822322;0.12300683371298406;3.1571753986332576;0.8610478359908884;39.69020501138952;0.5330296127562641;0.20501138952164008;1.2300683371298406;0.2870159453302961;0.08200455580865604;0;0.0;-0.30000000000000004;0.30000000000000004;0.012300683371298408;0.38461538461538464
Rodrigo Caio;0;0;0.0;0.0;0.0;1.0;0.0;6.0;1.0;186.0;1.0;1.0;12.0;0;0;377.0;0.0;0.0;0.0;0.0;0.0;0.23872679045092837;0.0;1.4323607427055702;0.23872679045092837;44.40318302387268;0.23872679045092837;0.23872679045092837;2.8647214854111405;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0
Randerson;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;9.0;1.0;1.0;0.0;0;0;14.0;0.0;0.0;0.0;0.0;0.0;6.428571428571428;0.0;6.428571428571428;0.0;57.85714285714286;6.428571428571428;6.428571428571428;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0
Raniele;0;0;1.3;1.3;1.0;43.0;3.0;71.0;20.0;560.0;14.0;8.0;40.0;8;0;2290.0;0.0;0.0;0.051091703056768564;0.051091703056768564;0.039301310043668124;1.6899563318777293;0.11790393013100436;2.7903930131004366;0.7860262008733624;22.00873362445415;0.5502183406113537;0.314410480349345;1.5720524017467248;0.314410480349345;0.0;0;0.0;-1.3;2.3;0.09039301310043668;0.5714285714285714
Raul Bicalho;0;0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;37.0;3.0;2.0;0.0;0;0;90.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;37.0;3.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.6666666666666666
Raúl Cáceres;0;3;0.1;0.1;2.4;44.0;7.0;50.0;51.0;419.0;18.0;7.0;16.0;2;0;1695.0;0.0;0.1592920353982301;0.005309734513274336;0.005309734513274336;0.12743362831858407;2.336283185840708;0.37168141592920356;2.6548672566371683;2.7079646017699113;22.24778761061947;0.9557522123893805;0.37168141592920356;0.8495575221238938;0.10619469026548672;0.0;3;0.1592920353982301;-0.1;2.5;0.1327433628318584;0.3888888888888889
Renzo Saravia;0;0;0.30000000000000004;0.30000000000000004;1.0;50.0;0.0;146.0;47.0;1069.0;41.0;9.0;33.0;3;0;2205.0;0.0;0.0;0.012244897959183676;0.012244897959183676;0.04081632653061225;2.0408163265306123;0.0;5.959183673469387;1.9183673469387754;43.63265306122449;1.673469387755102;0.3673469387755102;1.346938775510204;0.12244897959183673;0.0;0;0.0;-0.30000000000000004;1.3;0.05306122448979592;0.21951219512195122
Renê;0;0;0.7;0.7;0.6000000000000001;28.0;1.0;92.0;34.0;492.0;10.0;4.0;9.0;2;0;1043.0;0.0;0.0;0.060402684563758385;0.060402684563758385;0.051773729626078624;2.4161073825503356;0.0862895493767977;7.938638542665388;2.9338446788111217;42.45445829338447;0.862895493767977;0.3451581975071908;0.7766059443911794;0.1725790987535954;0.0;0;0.0;-0.7;1.3;0.11217641418983701;0.4
Reynaldo Cesar Moraes;0;0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;72.0;0.0;0.0;9.0;1;0;356.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2640449438202246;0.25280898876404495;18.202247191011235;0.0;0.0;2.2752808988764044;0.25280898876404495;0.0;0;0.0;0.0;0.0;0.0;
Rezende;0;0;0.5;0.5;0.0;4.0;0.0;22.0;2.0;210.0;4.0;3.0;8.0;3;0;574.0;0.0;0.0;0.078397212543554;0.078397212543554;0.0;0.627177700348432;0.0;3.449477351916376;0.313588850174216;32.926829268292686;0.627177700348432;0.47038327526132406;1.254355400696864;0.47038327526132406;0.0;0;0.0;-0.5;0.5;0.078397212543554;0.75
Pedro Raul;0;0;1.4;1.4;0.30000000000000004;15.0;2.0;10.0;6.0;85.0;6.0;4.0;4.0;2;0;539.0;0.0;0.0;0.23376623376623376;0.23376623376623376;0.05009276437847867;2.504638218923933;0.3339517625231911;1.6697588126159555;1.0018552875695732;14.192949907235622;1.0018552875695732;0.6679035250463822;0.6679035250463822;0.3339517625231911;0.0;0;0.0;-1.4;1.7;0.28385899814471244;0.6666666666666666
Pedro Rocha Neves;0;1;0.30000000000000004;0.30000000000000004;0.5;10.0;1.0;5.0;6.0;66.0;13.0;7.0;3.0;0;0;222.0;0.0;0.40540540540540543;0.12162162162162164;0.12162162162162164;0.20270270270270271;4.0540540540540535;0.40540540540540543;2.0270270270270268;2.4324324324324325;26.756756756756758;5.27027027027027;2.8378378378378377;1.2162162162162162;0.0;0.0;1;0.40540540540540543;-0.30000000000000004;0.8;0.32432432432432434;0.5384615384615384
Pedrão;0;0;0.2;0.2;0.1;3.0;0.0;11.0;2.0;235.0;0.0;0.0;9.0;3;0;587.0;0.0;0.0;0.030664395229982967;0.030664395229982967;0.015332197614991484;0.45996592844974443;0.0;1.686541737649063;0.30664395229982966;36.030664395229984;0.0;0.0;1.3798977853492334;0.45996592844974443;0.0;0;0.0;-0.2;0.30000000000000004;0.04599659284497445;
Rhaldney;0;1;1.1;1.1;0.8;72.0;2.0;132.0;40.0;832.0;29.0;22.0;29.0;10;0;2157.0;0.0;0.041724617524339355;0.0458970792767733;0.0458970792767733;0.03337969401947149;3.004172461752434;0.08344923504867871;5.507649513212796;1.6689847009735745;34.714881780250344;1.2100139082058414;0.917941585535466;1.2100139082058414;0.41724617524339364;0.0;1;0.041724617524339355;-1.1;1.9000000000000001;0.07927677329624479;0.7586206896551724
Ricardo;0;1;0.2;0.2;0.3;25.0;2.0;54.0;5.0;333.0;10.0;5.0;21.0;0;0;1043.0;0.0;0.0862895493767977;0.01725790987535954;0.01725790987535954;0.02588686481303931;2.1572387344199426;0.1725790987535954;4.659635666347076;0.4314477468839885;28.734419942473632;0.862895493767977;0.4314477468839885;1.8120805369127515;0.0;0.0;1;0.0862895493767977;-0.2;0.5;0.04314477468839885;0.5
Rikelme;0;0;0.0;0.0;0.1;6.0;0.0;10.0;4.0;96.0;10.0;2.0;6.0;0;0;497.0;0.0;0.0;0.0;0.0;0.018108651911468814;1.0865191146881288;0.0;1.8108651911468814;0.7243460764587526;17.38430583501006;1.8108651911468814;0.3621730382293763;1.0865191146881288;0.0;0.0;0;0.0;0.0;0.1;0.018108651911468814;0.2
Rildo;0;0;0.2;0.2;0.1;3.0;0.0;3.0;5.0;28.0;8.0;3.0;0.0;0;0;119.0;0.0;0.0;0.1512605042016807;0.1512605042016807;0.07563025210084034;2.26890756302521;0.0;2.26890756302521;3.781512605042017;21.176470588235293;6.050420168067227;2.26890756302521;0.0;0.0;0.0;0;0.0;-0.2;0.30000000000000004;0.22689075630252106;0.375
Riquelme;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;0;0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;45.0;0.0;0.0;15.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Daniel Jr;0;0;0.1;0.1;0.4;12.0;0.0;4.0;3.0;57.0;11.0;3.0;0.0;1;0;136.0;0.0;0.0;0.0661764705882353;0.0661764705882353;0.2647058823529412;7.9411764705882355;0.0;2.6470588235294117;1.9852941176470589;37.720588235294116;7.279411764705883;1.9852941176470589;0.0;0.6617647058823529;0.0;0;0.0;-0.1;0.5;0.33088235294117646;0.2727272727272727
Daniel Sales;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Danielzinho;0;0;0.0;0.0;0.1;8.0;0.0;16.0;4.0;75.0;1.0;1.0;0.0;0;0;103.0;0.0;0.0;0.0;0.0;0.08737864077669903;6.990291262135922;0.0;13.980582524271844;3.495145631067961;65.53398058252428;0.8737864077669902;0.8737864077669902;0.0;0.0;0.0;0;0.0;0.0;0.1;0.08737864077669903;1.0
Danilo Fernandes;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0;0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.999999999999998;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Davi Goes;0;0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;12.0;0.0;0.0;0.0;2;0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.090909090909091;0.0;16.363636363636363;0.0;0.0;0.0;2.7272727272727275;0.0;0;0.0;0.0;0.0;0.0;
Carlos Miguel;0;0;0.0;0.0;0.1;2.0;1.0;0.0;0.0;104.0;0.0;0.0;0.0;2;0;540.0;0.0;0.0;0.0;0.0;0.01666666666666667;0.33333333333333337;0.16666666666666669;0.0;0.0;17.333333333333332;0.0;0.0;0.0;0.33333333333333337;0.0;0;0.0;0.0;0.1;0.01666666666666667;
Carlos de Pena;0;3;0.8;0.8;2.3000000000000003;40.0;5.0;69.0;14.0;351.0;13.0;8.0;9.0;5;0;683.0;0.0;0.3953147877013177;0.1054172767203514;0.1054172767203514;0.3030746705710103;5.27086383601757;0.6588579795021963;9.092240117130308;1.8448023426061493;46.25183016105417;1.7130307467057102;1.054172767203514;1.1859443631039532;0.6588579795021963;0.0;3;0.3953147877013177;-0.8;3.1000000000000005;0.4084919472913617;0.6153846153846154
Caíque;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;66.0;0.0;0.0;0.0;1;0;488.0;0.0;0.0;0.0;0.0;0.0;0.18442622950819673;0.0;0.0;0.0;12.172131147540984;0.0;0.0;0.0;0.18442622950819673;0.0;0;0.0;0.0;0.0;0.0;
Robert;0;1;0.2;0.2;0.30000000000000004;9.0;0.0;7.0;17.0;105.0;23.0;9.0;4.0;1;0;396.0;0.0;0.2272727272727273;0.045454545454545456;0.045454545454545456;0.06818181818181819;2.0454545454545454;0.0;1.5909090909090908;3.8636363636363633;23.863636363636363;5.2272727272727275;2.0454545454545454;0.9090909090909092;0.2272727272727273;0.0;1;0.2272727272727273;-0.2;0.5;0.11363636363636365;0.391304347826087
Robert Conceição;0;0;0.2;0.2;0.2;6.0;0.0;4.0;1.0;23.0;1.0;1.0;0.0;0;0;22.0;0.0;0.0;0.8181818181818183;0.8181818181818183;0.8181818181818183;24.545454545454543;0.0;16.363636363636363;4.090909090909091;94.0909090909091;4.090909090909091;4.090909090909091;0.0;0.0;0.0;0;0.0;-0.2;0.4;1.6363636363636367;1.0
Robert Renan;0;1;0.6000000000000001;0.6000000000000001;0.2;14.0;1.0;45.0;16.0;464.0;16.0;8.0;10.0;2;0;959.0;0.0;0.09384775808133472;0.05630865484880085;0.05630865484880085;0.018769551616266946;1.313868613138686;0.09384775808133472;4.223149113660062;1.5015641293013555;43.54535974973931;1.5015641293013555;0.7507820646506778;0.9384775808133472;0.18769551616266944;0.0;1;0.09384775808133472;-0.6000000000000001;0.8;0.07507820646506778;0.5
Ronald;0;2;0.5;0.5;1.3;59.0;6.0;70.0;32.0;517.0;67.0;36.0;24.0;5;0;1526.0;0.0;0.11795543905635648;0.02948885976408912;0.02948885976408912;0.07667103538663171;3.4796854521625167;0.3538663171690694;4.128440366972478;1.8872870249017037;30.49148099606815;3.9515072083879423;2.123197903014417;1.4154652686762776;0.2948885976408912;0.0;2;0.11795543905635648;-0.5;1.8;0.10615989515072084;0.5373134328358209
Caíque de Jesus Gonçalves;0;0;0.0;0.0;0.2;13.0;0.0;59.0;13.0;559.0;16.0;12.0;19.0;5;0;1422.0;0.0;0.0;0.0;0.0;0.012658227848101266;0.8227848101265822;0.0;3.7341772151898733;0.8227848101265822;35.379746835443036;1.0126582278481013;0.7594936708860759;1.2025316455696202;0.3164556962025316;0.0;0;0.0;0.0;0.2;0.012658227848101266;0.75
Charles Aránguiz;0;0;0.39999999999999997;0.39999999999999997;0.0;6.0;0.0;9.0;1.0;115.0;4.0;1.0;4.0;2;0;287.0;0.0;0.0;0.12543554006968638;0.12543554006968638;0.0;1.8815331010452963;0.0;2.822299651567944;0.313588850174216;36.062717770034844;1.254355400696864;0.313588850174216;1.254355400696864;0.627177700348432;0.0;0;0.0;-0.39999999999999997;0.39999999999999997;0.12543554006968638;0.25
Chumbinho;0;0;0.1;0.1;0.0;1.0;0.0;0.0;1.0;4.0;1.0;0.0;1.0;0;0;12.0;0.0;0.0;0.75;0.75;0.0;7.5;0.0;0.0;7.5;30.0;7.5;0.0;7.5;0.0;0.0;0;0.0;-0.1;0.1;0.75;0.0
Cicinho;0;0;0.0;0.0;0.2;3.0;1.0;8.0;1.0;57.0;1.0;1.0;2.0;0;0;85.0;0.0;0.0;0.0;0.0;0.21176470588235297;3.176470588235294;1.0588235294117647;8.470588235294118;1.0588235294117647;60.35294117647059;1.0588235294117647;1.0588235294117647;2.1176470588235294;0.0;0.0;0;0.0;0.0;0.2;0.21176470588235297;1.0
Clayton;0;0;0.9;0.9;0.3;7.0;0.0;17.0;2.0;219.0;2.0;2.0;5.0;1;0;681.0;0.0;0.0;0.11894273127753303;0.11894273127753303;0.03964757709251101;0.9251101321585903;0.0;2.246696035242291;0.2643171806167401;28.94273127753304;0.2643171806167401;0.2643171806167401;0.6607929515418502;0.13215859030837004;0.0;0;0.0;-0.9;1.2;0.15859030837004404;1.0
Bruno Praxedes;0;0;0.30000000000000004;0.30000000000000004;0.8;18.0;0.0;22.0;11.0;137.0;15.0;5.0;7.0;2;0;499.0;0.0;0.0;0.05410821643286574;0.05410821643286574;0.14428857715430862;3.246492985971944;0.0;3.9679358717434874;1.9839679358717437;24.70941883767535;2.7054108216432864;0.9018036072144289;1.2625250501002003;0.3607214428857715;0.0;0;0.0;-0.30000000000000004;1.1;0.19839679358717438;0.3333333333333333
Bruno Tubarão;0;0;0.30000000000000004;0.30000000000000004;1.1;42.0;1.0;107.0;49.0;603.0;34.0;14.0;15.0;4;1;1586.0;0.0;0.0;0.017023959646910468;0.017023959646910468;0.062421185372005056;2.3833543505674655;0.05674653215636822;6.0718789407314;2.780580075662043;34.21815889029004;1.9293820933165196;0.7944514501891552;0.8511979823455232;0.22698612862547288;0.05674653215636822;0;0.0;-0.30000000000000004;1.4000000000000001;0.07944514501891552;0.4117647058823529
Bruno Uvini;0;0;0.1;0.1;0.0;1.0;0.0;12.0;1.0;128.0;0.0;0.0;6.0;1;0;428.0;0.0;0.0;0.021028037383177572;0.021028037383177572;0.0;0.2102803738317757;0.0;2.5233644859813085;0.2102803738317757;26.91588785046729;0.0;0.0;1.2616822429906542;0.2102803738317757;0.0;0;0.0;-0.1;0.1;0.021028037383177572;
Bruno Zapelli;0;5;3.7;3.7;4.4;85.0;11.0;82.0;37.0;539.0;55.0;30.0;16.0;3;0;1412.0;0.0;0.31869688385269124;0.2358356940509915;0.2358356940509915;0.2804532577903683;5.4178470254957505;0.7011331444759207;5.2266288951841355;2.358356940509915;34.35552407932011;3.5056657223796033;1.9121813031161474;1.019830028328612;0.19121813031161475;0.0;5;0.31869688385269124;-3.7;8.100000000000001;0.5162889518413599;0.5454545454545454
Rossi;0;1;0.0;0.0;0.7;21.0;2.0;11.0;7.0;102.0;5.0;1.0;10.0;2;0;507.0;0.0;0.1775147928994083;0.0;0.0;0.1242603550295858;3.7278106508875744;0.3550295857988166;1.952662721893491;1.242603550295858;18.106508875739646;0.8875739644970414;0.1775147928994083;1.7751479289940828;0.3550295857988166;0.0;1;0.1775147928994083;0.0;0.7;0.1242603550295858;0.2
Ruan;0;0;0.30000000000000004;0.30000000000000004;0.0;5.0;0.0;24.0;1.0;324.0;10.0;4.0;10.0;1;0;818.0;0.0;0.0;0.03300733496332519;0.03300733496332519;0.0;0.5501222493887531;0.0;2.640586797066015;0.1100244498777506;35.6479217603912;1.1002444987775062;0.4400977995110024;1.1002444987775062;0.1100244498777506;0.0;0;0.0;-0.30000000000000004;0.30000000000000004;0.03300733496332519;0.4
Ruan Pablo;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0;0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;45.0;15.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0
Rubens;0;1;0.9;0.9;1.4000000000000001;32.0;4.0;27.0;16.0;331.0;18.0;9.0;15.0;4;1;1113.0;0.0;0.08086253369272238;0.07277628032345014;0.07277628032345014;0.11320754716981134;2.587601078167116;0.3234501347708895;2.183288409703504;1.293800539083558;26.765498652291107;1.4555256064690028;0.7277628032345014;1.2129380053908356;0.3234501347708895;0.08086253369272238;1;0.08086253369272238;-0.9;2.3000000000000003;0.18598382749326148;0.5
Ryan Francisco;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Ryan Gustavo;0;0;0.1;0.1;0.30000000000000004;4.0;0.0;16.0;4.0;146.0;9.0;4.0;12.0;2;0;526.0;0.0;0.0;0.017110266159695818;0.017110266159695818;0.05133079847908746;0.6844106463878327;0.0;2.7376425855513307;0.6844106463878327;24.980988593155892;1.5399239543726235;0.6844106463878327;2.0532319391634983;0.34220532319391633;0.0;0;0.0;-0.1;0.4;0.06844106463878327;0.4444444444444444
Sergio Palacios;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1;0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;3.0;0.0;0;0.0;0.0;0.0;0.0;
Sergio Rochet;0;0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;405.0;0.0;0.0;0.0;4;0;2520.0;0.0;0.0;0.0;0.0;0.0;0.10714285714285715;0.0;0.0;0.0;14.464285714285715;0.0;0.0;0.0;0.14285714285714285;0.0;0;0.0;0.0;0.0;0.0;
Caetano;0;0;0.1;0.1;0.1;3.0;1.0;8.0;0.0;81.0;0.0;0.0;4.0;2;1;281.0;0.0;0.0;0.03202846975088968;0.03202846975088968;0.03202846975088968;0.9608540925266904;0.32028469750889677;2.562277580071174;0.0;25.943060498220643;0.0;0.0;1.281138790035587;0.6405693950177935;0.32028469750889677;0;0.0;-0.1;0.2;0.06405693950177936;
Caio Maia;0;0;0.2;0.2;0.0;5.0;0.0;0.0;0.0;11.0;1.0;1.0;0.0;1;0;27.0;0.0;0.0;0.6666666666666667;0.6666666666666667;0.0;16.666666666666664;0.0;0.0;0.0;36.666666666666664;3.333333333333333;3.333333333333333;0.0;3.333333333333333;0.0;0;0.0;-0.2;0.2;0.6666666666666667;1.0
